timestamp,symbol,model_name,signal_strength_0_to_1,latency_ms
2020-01-02,CSI300,LGB,0.4881226582385805,3.0
2020-01-03,CSI300,LGB,0.517781295405249,3.0
2020-01-06,CSI300,LGB,0.5926613990707742,3.0
2020-01-07,CSI300,LGB,0.5288941953779672,3.0
2020-01-08,CSI300,LGB,0.5528734922024447,3.0
2020-01-09,CSI300,LGB,0.493841968348262,3.0
2020-01-10,CSI300,LGB,0.528648846688504,3.0
2020-01-13,CSI300,LGB,0.5105885188894731,3.0
2020-01-14,CSI300,LGB,0.535318486586418,3.0
2020-01-15,CSI300,LGB,0.6066301069652674,3.0
2020-01-16,CSI300,LGB,0.5814565182477747,3.0
2020-01-17,CSI300,LGB,0.5984737709151193,3.0
2020-01-20,CSI300,LGB,0.5586491835894534,3.0
2020-01-21,CSI300,LGB,0.5792633118311156,3.0
2020-01-22,CSI300,LGB,0.6194925258548868,3.0
2020-01-23,CSI300,LGB,0.578896388242851,3.0
2020-02-03,CSI300,LGB,0.5606896186235794,3.0
2020-02-04,CSI300,LGB,0.5731406721523088,3.0
2020-02-05,CSI300,LGB,0.5731406721523088,3.0
2020-02-06,CSI300,LGB,0.49940165174191375,3.0
2020-02-07,CSI300,LGB,0.5257652835500924,3.0
2020-02-10,CSI300,LGB,0.43649561022364364,3.0
2020-02-11,CSI300,LGB,0.4034757944714864,3.0
2020-02-12,CSI300,LGB,0.44062110733538823,3.0
2020-02-13,CSI300,LGB,0.4669041622538454,3.0
2020-02-14,CSI300,LGB,0.4669041622538454,3.0
2020-02-17,CSI300,LGB,0.4039498869088956,3.0
2020-02-18,CSI300,LGB,0.4815031542995037,3.0
2020-02-19,CSI300,LGB,0.4815031542995037,3.0
2020-02-20,CSI300,LGB,0.4235732117028623,3.0
2020-02-21,CSI300,LGB,0.45078335053029994,3.0
2020-02-24,CSI300,LGB,0.5430324799817445,3.0
2020-02-25,CSI300,LGB,0.5298161537473208,3.0
2020-02-26,CSI300,LGB,0.5213501308133078,3.0
2020-02-27,CSI300,LGB,0.5135738533112385,3.0
2020-02-28,CSI300,LGB,0.47960651796040044,3.0
2020-03-02,CSI300,LGB,0.5417606364093643,3.0
2020-03-03,CSI300,LGB,0.5425754319738072,3.0
2020-03-04,CSI300,LGB,0.536131813083335,3.0
2020-03-05,CSI300,LGB,0.536131813083335,3.0
2020-03-06,CSI300,LGB,0.45270073364952546,3.0
2020-03-09,CSI300,LGB,0.4698845470250034,3.0
2020-03-10,CSI300,LGB,0.5417606364093643,3.0
2020-03-11,CSI300,LGB,0.5243582143219605,3.0
2020-03-12,CSI300,LGB,0.5475036562058553,3.0
2020-03-13,CSI300,LGB,0.5105554776403924,3.0
2020-03-16,CSI300,LGB,0.5285592901969007,3.0
2020-03-17,CSI300,LGB,0.539684746942807,3.0
2020-03-18,CSI300,LGB,0.539684746942807,3.0
2020-03-19,CSI300,LGB,0.539684746942807,3.0
2020-03-20,CSI300,LGB,0.5721440274495331,3.0
2020-03-23,CSI300,LGB,0.539684746942807,3.0
2020-03-24,CSI300,LGB,0.5257652835500924,3.0
